Divipola,Municipios,Departamentos ,Cobertura de viviendas con servicio de acueducto - Cabecera Municipal,Cobertura de viviendas con servicio de alcantarillado - Cabecera Municipal,Cobertura de viviendas con servicio de Energía eléctrica - Cabecera Municipal,Cobertura de viviendas con servicio de Conexión a gas - Cabecera Municipal,Cobertura de viviendas con servicio de Recoleccion de basuras - Cabecera Municipal,Cobertura de viviendas con servicio de Telefonia - Cabecera Municipal,Asistencia a centro educativo de 0 - 17 años
63470,Montenegro,QUINDIO,85.25,84.93,85.36,49.07,86.05,8.64,15.18
63548,Pijao,QUINDIO,51.97,45.71,59.81,0.32,59.97,4.48,17.7
63594,Quimbaya,QUINDIO,83.08,82.28,82.91,31.68,82.98,5.88,15.17
63690,Salento,QUINDIO,60.55,60.28,60.66,42.36,61.09,11.09,15.89
66001,Pereira,RISARALDA,62.23,60.51,82.79,34.32,62.31,33.91,16.6
66045,Apía,RISARALDA,41.23,39.99,40.94,1.78,40.31,2.51,17.34
66075,Balboa,RISARALDA,17.95,23.71,24.01,11.89,23.78,2.39,14.34
66088,Belen de Umbria,RISARALDA,42.28,42.25,42.42,1.98,42.28,3.81,17.51
66170,Dos Quebradas,RISARALDA,92.1,91.39,92.53,55.24,92.23,45.51,15.79
66318,Guática,RISARALDA,27.84,27.43,27.73,0.59,27.43,0.3,17
66383,La Celia,RISARALDA,40.69,36.79,40.99,26.62,41.09,2.72,16.34
66400,La Virginia,RISARALDA,97.55,97.36,97.53,66.35,97.58,12.42,13.21
66440,Marsella,RISARALDA,50.48,50.17,50.5,25.33,50.46,4.66,14.07
66456,Mistrató,RISARALDA,42.68,41.88,42.44,0.03,42.19,1.32,16.54
66572,Pueblo Rico,RISARALDA,38.77,37.91,38.52,0.05,38.52,2.08,20.11
66594,Quinchía,RISARALDA,29.68,29.55,29.63,0.47,29.68,2.25,17.27
66682,Sta Rosa de Cabal,RISARALDA,77.31,76.76,79.38,36.05,79.24,18.01,17.6
66687,Santuario,RISARALDA,51.15,51.09,50.97,1.13,51,4.6,17.21
68001,Bucaramanga,SANTANDER,88.21,87.51,96.15,75.33,95.06,49.85,20.82
68013,Aguada,SANTANDER,14.29,13.93,14.11,0,14.11,0.89,15.8
68020,Albania,SANTANDER,7.5,7.04,7.79,5.91,7.22,0.19,15.4
68051,Aratoca,SANTANDER,24.43,24.17,26.62,0.15,25.65,3.36,14.15
68077,Barbosa,SANTANDER,63.85,64.14,65.48,14.82,64.76,6.46,17.87
68079,Barichara,SANTANDER,32.27,31.99,31.99,0.34,32.1,13.98,17.03
68081,Barrancabermeja,SANTANDER,83.87,67.62,84.63,60.72,82.35,22.51,19.08
68092,Betulia,SANTANDER,22.07,21.22,23.34,0.28,20.44,2.19,17.88
68101,Bolívar,SANTANDER,11.66,11.66,11.77,7.57,11.63,0.91,16.61
68121,Cabrera,SANTANDER,23.6,16.6,23,0.2,19,0,15.91
68132,California,SANTANDER,46.51,44.67,46.69,0.18,46.32,2.02,14.67
68147,Capitanejo,SANTANDER,45.67,42.84,45.43,0.47,43.88,17.66,14.83
68152,Carcasi,SANTANDER,14.42,14.26,14.34,0,14.5,1.04,16.84
68160,Cepita,SANTANDER,23.73,21.91,24.54,0,22.72,1.01,15.66
68162,Cerrito,SANTANDER,43.58,43.31,43.31,0.14,43.38,4.53,15.35
68167,Charalá ,SANTANDER,51.78,50.63,51.86,1.23,51.54,5.12,14.43
68169,Charta,SANTANDER,25.9,25.57,25.9,0.68,24.66,0.9,13.37
68176,Chima,SANTANDER,30.13,29.66,30.36,0.7,29.19,1.52,16.71
68179,Chipatá ,SANTANDER,12.7,11.93,12.47,8.55,12.63,0.46,16.93
68190,Cimitarra,SANTANDER,45.41,45.83,47.64,6.21,45.93,1.11,18.6
68207,Concepción,SANTANDER,37.91,36.9,40.86,0.37,39.04,2.89,14.02
68209,Confines,SANTANDER,16.29,15.1,15.63,0.13,15.63,0.4,14.03
68211,Contratación,SANTANDER,66.43,61.42,67.31,0,58.61,8.96,17.47
68217,Coromoro,SANTANDER,8.77,8.77,8.77,0,8.89,0.26,15.76
68229,Curiti,SANTANDER,32.72,29.99,32.18,0.4,31.35,1.22,16.07
68235,El Carmen,SANTANDER,14.5,14.14,14.64,0.48,14.57,0.72,19.21
68245,El Guacamayo,SANTANDER,19.93,21.42,22.91,0.93,22.35,0.37,16.75
68250,El Peñón,SANTANDER,13.36,13.17,13.92,11.48,13.55,0,18.68
68255,El Playón,SANTANDER,43.54,44.12,45.41,2.07,45.47,2.09,18.99
68264,Encino,SANTANDER,18.82,18.24,18.53,0.29,18.68,0.59,20.89
68266,Enciso,SANTANDER,20.19,20,19.24,0.09,19.91,0.38,19.33
68271,Florian,SANTANDER,18.63,17.67,18.31,13.15,18.31,0.26,20.41
68276,Floridablanca,SANTANDER,90.33,89.7,92.78,88.51,92.1,47.33,16.91
68296,Galán,SANTANDER,27.65,25.12,26.27,0.23,25.23,3.23,15.21
68298,Gambita,SANTANDER,13.16,13.06,13.16,0.1,12.87,1.56,18
68307,Girón,SANTANDER,63.89,69.76,85.19,54.36,83.61,24.64,18.48
68318,Guaca,SANTANDER,24.75,24.02,24.51,2.09,23.1,2.76,17.19
68320,Guadalupe,SANTANDER,32.17,30.01,32.76,0.22,31.12,4.1,16.63
68322,Guapota,SANTANDER,23.81,21.87,23.28,0,22.75,3.88,18.01
68324,Guavata,SANTANDER,14.58,14.2,14.5,12.7,14.5,1.43,14.54
68327,Guepsa,SANTANDER,47.55,44.62,47.63,42.36,45.97,7,15.87
68344,Hato,SANTANDER,27.03,24.17,27.03,0,23.85,0.95,15.88
68368,Jesus María,SANTANDER,18.2,17.34,17.88,11.67,17.77,0.21,17.72
68370,Jordán,SANTANDER,4.44,3.75,4.1,0,0,0,15.98
68377,La Belleza,SANTANDER,19.08,17.97,19.02,17.91,19.02,0.48,17.95
68385,Landazuri,SANTANDER,25.62,25.56,26.8,0.08,25.83,0.83,18.5
68397,La Paz,SANTANDER,14.23,14.16,14.45,12.62,14.23,1.39,16.6
68406,Lebrija,SANTANDER,44.56,44.51,46.01,35.3,45.5,2.78,18.48
68418,Los Santos,SANTANDER,10.66,10.47,10.73,0.22,10.73,2.3,14.87
68425,Macaravita,SANTANDER,7.26,6.85,6.99,0.14,7.4,0,18.78
68432,Málaga,SANTANDER,81.98,81.82,82.39,0.35,82.04,7.64,21.73
68444,Matanza,SANTANDER,28.01,27.48,28.22,0.16,27.74,1.86,14.28
68464,Mogotes,SANTANDER,33.83,33.53,33.38,1.23,33.87,2.49,18.84
68468,Molagavita,SANTANDER,14.02,13.95,13.95,0.23,14.02,1.22,17.3
68498,Ocamonte,SANTANDER,15.14,15.14,15.37,0,15.29,0.23,15.28
68500,Oiba,SANTANDER,37.76,36.84,37.53,0.92,37.8,6.03,18.38
68502,Onzaga,SANTANDER,18.89,18.3,19.08,0.07,19.67,2.82,15.05
68522,Palmar,SANTANDER,40.6,38.05,38.98,0,38.75,2.32,16.95
68524,Palmas de Socorro,SANTANDER,26.29,25.23,25.35,0.7,26.05,0.12,17.99
68533,Páramo,SANTANDER,26.92,26.81,26.59,0.11,26.81,1.78,13.68
68547,Piedecuesta,SANTANDER,69.36,70.11,70.77,61.16,70.25,25.5,15.69
68549,Pinchote,SANTANDER,17.88,17.79,17.97,0,17.61,2.28,16.52
68572,Puente Nacional,SANTANDER,28.3,29.13,30.18,13.68,29.87,4.63,16.01
68573,Puerto Parra,SANTANDER,31.11,27.15,31.06,2.59,29.18,1.32,18.65
68575,Puerto Wilches,SANTANDER,42.67,36.15,45.89,36.21,43.23,2,19.15
68615,Rionegro,SANTANDER,15.18,14.59,20.98,0.12,15.19,2.1,17.97
68655,Sabana de Torres,SANTANDER,43.87,48.22,52.88,41.48,50.99,2.31,19.76
68669,San Andres,SANTANDER,30.53,30.48,30.08,0.57,29.96,2.81,16.97
68673,San Benito,SANTANDER,8.38,8.04,8.72,2.15,7.81,0.23,15.85
68679,San Gil,SANTANDER,77.13,76.96,78.15,1.15,77.52,10.25,16.57
68682,San Joaquín,SANTANDER,24.54,25.07,25.07,0.13,23.63,1.57,16.52
68684,San Jose Miranda,SANTANDER,14.85,14.61,14.77,0.25,13.94,2.9,17.73
68686,San Miguel,SANTANDER,18.93,18.48,18.03,0,18.93,0.6,20.99
68689,San Vicente Chucurí,SANTANDER,40.99,40.34,40.95,37.55,41.07,7.81,18
68705,Santa Bárbara,SANTANDER,9.72,9.41,11.73,1.85,11.57,1.08,18.13
68720,Santa Helena,SANTANDER,14.76,14.06,15.36,0.1,13.15,0,19.75
68745,Simacota,SANTANDER,23.6,23.51,23.18,1.03,23.51,4.74,18.52
68755,Socorro,SANTANDER,77.31,77.13,77.46,1.45,77.29,21.56,17.24
68770,Suaita,SANTANDER,17.22,15.2,17.12,0.5,17.29,3.23,17.97
68773,Sucre,SANTANDER,5.16,4.72,5.31,2.56,4.62,0.34,20.4
68780,Suratá ,SANTANDER,23.58,23.58,24.06,0,24.06,1.98,14.69
68820,Tona,SANTANDER,8,8.34,8.46,0,8.29,0.46,18.09
68855,Valle San Jose,SANTANDER,33.82,33.33,33.88,0.31,33.76,2.33,18.09
68861,Velez,SANTANDER,42.43,39.5,42.83,11.31,41.1,3.9,18.74
68867,Vetas,SANTANDER,32.7,28.55,35.99,0,35.12,6.75,14.5
68872,Villa Nueva,SANTANDER,53,53.48,55.53,4.96,54.15,4.15,16.2
68895,Zapatoca,SANTANDER,66.19,64.32,65.84,0.19,65.69,15.01,18.97
70001,Sincelejo,SUCRE,69.89,76.82,88.98,72.35,78.77,10.38,18.9
70110,Buenavista,SUCRE,74.73,56.4,77.07,55.65,58.32,5.58,20.75
70124,Caimito,SUCRE,26.37,14.37,25.97,0.08,0.04,1.22,23.44
70204,Colosó,SUCRE,47.14,26.93,47.97,0.29,16.03,0.12,17.33
70215,Corozal,SUCRE,53.61,30.98,75.68,21.31,46.95,3.56,15.08
70221,Coveñas,SUCRE,30.02,1.28,63.76,26.81,28.38,2.6,19.92
70230,Chalán,SUCRE,51.67,35.16,60.2,0,25.6,0.46,20.61
70233,El Roble,SUCRE,44.27,20.6,43.66,0.04,13.37,0.04,19
70235,Galeras,SUCRE,60.04,35.88,60.99,43.38,42.09,5.46,20.91
70265,Guaranda,SUCRE,16.51,0.38,38.57,0.05,19.6,0.68,18.99
70400,La Unión,SUCRE,44.53,20.06,44.28,0.46,35.52,1.96,22.28
70418,Los Palmitos,SUCRE,45.51,29.4,45.97,25.77,39.68,2.47,18.71
70429,Majagual,SUCRE,17.44,0.28,24.1,0.02,2.12,0.2,15.93
70473,Morroa,SUCRE,38.54,31.95,53.07,18.49,33.08,3.21,18.33
70508,Ovejas,SUCRE,44.87,43.21,49.14,32.4,35.17,2.83,20.27
70523,Palmito,SUCRE,38.38,34.23,42.09,0.03,35.21,0.2,23.72
70670,Sampues,SUCRE,51.05,40.8,52.45,29.89,36.84,3.37,17.66
70678,San Benito Abad,SUCRE,22.36,0.03,21.59,0.02,0.06,0.83,18.55
70702,San Juan Betulia,SUCRE,47.95,43,51,43.24,2.35,0.49,19.19
70708,San Marcos,SUCRE,49.19,5.35,55.96,37.84,25.12,4.22,20.53
70713,San Onofre,SUCRE,35.01,11.58,39.52,23.46,7.52,6.22,24.71
70717,San Pedro,SUCRE,63.07,36.63,65.9,31.72,14.51,2.38,16.64
70742,Sincé,SUCRE,69.1,63.4,73.14,61.27,64.34,9.64,17.29
70771,Sucre,SUCRE,26.24,0.05,26.22,0,15.02,0.16,17.79
70820,Tolú,SUCRE,63.45,27.37,82.66,49.45,56.67,12.62,22.57
70823,Toluviejo,SUCRE,24.35,21.58,28.53,19.6,16.89,1.34,14.66
73001,Ibague,TOLIMA,89.92,89.28,90.33,71.58,90.22,37.34,16.34
73024,Alpujarra,TOLIMA,35.31,32.71,34.22,0.14,33.36,3.1,17.59
73026,Alvarado,TOLIMA,36.49,31.24,37.98,28.45,35.03,9.26,14.96
73030,Ambalema,TOLIMA,81.11,76.61,80.21,52.13,80.16,13.02,15.8
73043,Anzoategui,TOLIMA,18.62,18.45,18.54,0,18.58,1.25,18.22
73055,Guayabal,TOLIMA,67.25,65.87,66.62,50.84,66.83,9.18,16.28
73067,Ataco,TOLIMA,22.31,24.02,25.07,0.18,24.87,1.47,16.65
73124,Cajamarca,TOLIMA,47.53,47.44,47.59,0.26,47.57,4.6,15.27
73148,CARMEN DE APICALA,TOLIMA,74.65,72.15,74.58,41.08,74.55,7.92,17.86
73152,Casabianca,TOLIMA,27.16,25.76,26.34,12.4,26.46,3.05,13.35
73168,Chaparral,TOLIMA,50.11,45.73,50.13,26.2,48.43,6.42,17.72
73200,Coello,TOLIMA,16.27,13.08,15.86,1.76,13.08,1.1,15.03
73217,Coyaima,TOLIMA,24.14,21.79,23.28,0.08,22.98,2.54,18.24
73226,Cunday,TOLIMA,26.97,26.27,26.64,0.04,25.34,2.11,16.4
73236,Dolores,TOLIMA,38.97,36.07,38.01,0.1,38.14,3.06,18.02
73268,Espinal,TOLIMA,66.05,65.86,66.73,32.9,66.42,5.83,15.17
73270,Falan,TOLIMA,21.16,18.63,20.88,12.41,19.48,4.68,15.84
73275,Flandes,TOLIMA,79.42,76.98,79.68,25.86,77.25,9.59,16.06
73283,Fresno,TOLIMA,45.02,45.23,46.83,33.1,46.63,4.79,15.18
73319,Guamo,TOLIMA,46.43,40.83,46.51,34.71,45.86,8.18,15.09
73347,Herveo,TOLIMA,36.69,36.12,36.33,29.5,36.64,6.35,15.92
73349,Honda,TOLIMA,95.55,93.47,95.69,57.29,94.46,23.06,13.9
73352,Icononzo,TOLIMA,31.16,29.53,30.98,25.34,30.73,4.23,18.02
73408,Lerida,TOLIMA,78.41,76.79,77.89,62.89,77.22,8.77,16.66
73411,LIBANO,TOLIMA,60.85,59.45,61.09,45.11,60.35,9.73,16.02
73443,Mariquita,TOLIMA,68.44,67.27,72.33,46.38,68.86,11.2,14.85
73449,Melgar,TOLIMA,75.59,69.09,79.88,38.18,74.79,6.5,18.72
73461,Murillo,TOLIMA,38.56,37.35,38.1,0.19,36.04,2.05,16.33
73483,Natagaima,TOLIMA,52.18,47.92,49.84,30.83,51.4,2.12,16.86
73504,Ortega,TOLIMA,20.61,19.68,19.81,10.08,20.04,3.15,16.89
73520,Palo Cabildo,TOLIMA,29.3,27.01,29.56,9.45,28.34,1.37,16.35
73547,Piedras,TOLIMA,33.91,29.22,33.39,21.89,30.54,8.91,14.95
73555,Planadas,TOLIMA,25.61,24.57,25.74,0.09,25.77,1.7,19.49
73563,Prado,TOLIMA,39.75,38.44,39.28,3.06,38.88,3.34,16.09
73585,PURIFICACION,TOLIMA,46.71,46,46.3,31.42,46.3,7.21,15.17
73616,Rioblanco,TOLIMA,18.38,16.67,18.07,0.1,17.03,0.93,17.28
73622,Roncesvalles,TOLIMA,30.65,30.53,28.9,0.12,31.32,1.33,18.73
73624,Rovira,TOLIMA,39.94,37.83,38.69,1.3,38.14,2.51,16.58
73671,Saldaña,TOLIMA,50.05,51.11,53.65,33.67,52.88,7.96,14.75
73675,San Antonio,TOLIMA,32.43,31.32,31.21,0.17,30.65,2.74,18.49
73678,San Luis,TOLIMA,28.52,23,27.14,20.86,26.89,1.56,17.37
73686,Santa Isabel,TOLIMA,36.78,36.35,35.32,0.3,35.93,4.44,16.79
73770,SUAREZ,TOLIMA,37.14,35.75,39.06,0.26,38.88,2.88,14.39
73854,Valle de San Juan,TOLIMA,42.57,41.41,40.74,31.93,41.02,2.88,16.08
73861,Venadillo,TOLIMA,64.66,61.37,64.34,54.58,64.56,8.53,15.95
73870,Villahermosa,TOLIMA,38.85,37.71,38.64,9.42,38.6,2.39,15.79
73873,Villarrica,TOLIMA,37.49,33.57,36.55,0.17,36.55,2.76,14.84
76001,Cali,VALLE DEL CAUCA,95.39,93.81,96.35,66.73,95.5,50.96,16.84
76020,ALCALA,VALLE DEL CAUCA,76.32,75.13,76.26,0.3,76.62,4.49,17.37
76036,Andalucia,VALLE DEL CAUCA,69.85,69.53,70.06,42.13,69.76,13.43,14.67
76041,Anserma Nuevo,VALLE DEL CAUCA,53.47,52.55,54.32,28.18,54.71,2.18,16.37
76054,Argelia,VALLE DEL CAUCA,53.04,46.23,55.37,0.26,55.31,3.04,15.63
76100,BOLIVAR,VALLE DEL CAUCA,27.68,27.09,27.61,2.49,22.77,5.05,14
76109,Buenaventura,VALLE DEL CAUCA,64.77,37.51,84.55,1.79,62.25,11.92,19.43
76111,Buga,VALLE DEL CAUCA,82.6,82.56,82.58,63.95,82.6,19.28,15.54
76113,Bugalagrande,VALLE DEL CAUCA,50.06,50.04,50.37,37.08,50.5,15.69,16.43
76122,Caicedonia,VALLE DEL CAUCA,72.81,72.67,73.01,55.11,72.98,15.86,15.07
76126,Calima-Darien,VALLE DEL CAUCA,61.97,60.3,61.97,5.08,62.18,5.73,17.07
76130,Candelaria,VALLE DEL CAUCA,25.88,25.41,25.93,20.28,25.48,6.17,17.41
76147,Cartago,VALLE DEL CAUCA,96.07,95.59,96.41,43.76,95.91,12.35,14.77
76233,Dagua,VALLE DEL CAUCA,20.02,18.35,20.97,0.1,20.12,3.2,15.97
76243,El Aguila,VALLE DEL CAUCA,28.42,28.08,28.35,0.04,28.5,1.5,15.04
76246,El Cairo,VALLE DEL CAUCA,42.44,39.64,42.62,0.14,42.13,2.13,14.68
76248,El Cerrito,VALLE DEL CAUCA,64.45,64.47,64.39,47.99,64.55,17.46,15.38
76250,El Dovio,VALLE DEL CAUCA,53.77,53.58,53.46,0.2,53.89,5.27,16.36
76275,Florida,VALLE DEL CAUCA,68.91,68.91,69.53,37.02,69.32,6.82,15.82
76306,Ginebra,VALLE DEL CAUCA,41.8,41.75,41.8,32.66,41.8,8.82,15.54
76318,Guacarí,VALLE DEL CAUCA,56.67,56.48,56.6,35.73,56.88,11.21,19.23
76364,Jamundí,VALLE DEL CAUCA,61.19,60.63,61.17,40.36,61.14,19.51,18.04
76377,La Cumbre,VALLE DEL CAUCA,27.51,18.28,27.96,0.2,24.44,4.68,12.33
76400,LA UNION,VALLE DEL CAUCA,68.85,70.38,74.51,55.91,73.53,11.62,15.09
76403,La Victoria,VALLE DEL CAUCA,66.66,66.21,67.17,55.32,67.11,17.3,16.58
76497,Obando,VALLE DEL CAUCA,71.03,70.73,70.65,53.53,71.32,8,16.55
76520,Palmira,VALLE DEL CAUCA,76.43,76.24,76.47,48.23,76.51,26.05,15.51
76563,Pradera,VALLE DEL CAUCA,79.69,79.06,80.3,46.26,80.92,7.02,17.69
76606,Restrepo,VALLE DEL CAUCA,54.32,54.1,54.29,0.34,54.36,5.21,16.91
76616,RIOFRIO,VALLE DEL CAUCA,37.21,37.36,37.44,2.34,37.38,4.73,16.57
76622,Roldanillo,VALLE DEL CAUCA,70.34,69.81,70.98,28.02,68.41,12.58,8.7
76670,San Pedro,VALLE DEL CAUCA,38.57,38.45,38.66,29.6,38.57,8.54,16.47
76736,Sevilla,VALLE DEL CAUCA,71.68,67.31,72.38,49.95,71.52,13.01,15.74
76823,Toro,VALLE DEL CAUCA,65.67,64.3,66.01,1.2,65.83,8.24,14.66
76828,Trujillo,VALLE DEL CAUCA,43.58,43.09,43.54,0.33,43.58,4.73,14.74
76834,TULUA,VALLE DEL CAUCA,69.41,69.38,69.36,43.58,69.41,13.77,15.72
76845,Ulloa,VALLE DEL CAUCA,51.66,50.55,51.36,0.59,51.66,4.86,15.79
76863,Versalles,VALLE DEL CAUCA,51.94,51.39,52.02,0.88,51.64,6.15,15.97
76869,Vijes,VALLE DEL CAUCA,62.09,61.7,61.24,5.26,62.27,10.48,15.86
76890,Yotoco,VALLE DEL CAUCA,53.91,49.27,54.25,0.09,54.25,10.37,16.49
76892,Yumbo,VALLE DEL CAUCA,82.14,83.58,84.9,35.28,81.95,25.53,15.34
76895,Zarzal,VALLE DEL CAUCA,70.45,70.56,70.44,29.52,70.74,10.08,16.37
81001,Arauca,ARAUCA,72.38,68.97,77.88,0.15,75.42,17.89,18.16
81065,Arauquita,ARAUCA,31.19,28.71,31,0.28,30.96,3.78,18.49
81220,Cravo Norte,ARAUCA,65.26,59.6,61.71,0.33,58.49,12.43,18.24
81300,Fortul,ARAUCA,38.42,33.13,38.1,0.1,37.59,1.93,19.25
81591,Puerto Rondón,ARAUCA,51.71,45.41,64.87,0.56,25.49,3.24,19.36
81736,Saravena,ARAUCA,71.52,54.48,70.99,0.16,71.61,12.18,16.54
81794,Tame,ARAUCA,41.37,38.51,40.85,0.12,40.5,8.88,18.43
85001,Yopal,CASANARE,78.55,76.6,82.33,63.01,82.3,5.3,18.96
85010,Aguazul,CASANARE,67.68,66.9,67.44,61.2,68.07,3.6,19.31
85015,Chameza,CASANARE,44.62,43.93,44.27,0,43.76,0,17.51
85125,Hato Corozal,CASANARE,47.89,33.09,44.9,1.05,45.95,0.89,16.94
85136,La Salina,CASANARE,42.39,40.58,42.39,0.36,40.94,0,24.79
85139,MANI,CASANARE,15.43,67.33,70.06,44.27,69.67,1.32,19.29
85162,Monterrey,CASANARE,72.12,70.68,71.98,68.25,72.28,1.92,19.74
85225,Nunchia,CASANARE,20.77,18.01,18.48,0.28,19.83,0.33,14.45
85230,Orocue,CASANARE,63.84,59.33,62.35,47.61,63.63,2.56,18.71
85250,Paz de Ariporo,CASANARE,68.27,61.77,66.76,30.15,69.77,1.66,18.27
85263,Pore,CASANARE,58.27,49.9,53.88,8.09,57.99,0.8,20.57
85279,Recetor,CASANARE,17.19,16.95,20.82,0,20.1,0,17.94
85300,Sabanalarga,CASANARE,53.65,52.45,52.36,43.39,52.91,1.3,19.03
85315,Sacama,CASANARE,61.2,58.31,57.35,0.48,58.55,0.96,21.56
85325,San Luis Palenque,CASANARE,30.52,25,30.16,16.13,30.28,1.68,15.24
85400,Tamara,CASANARE,20.54,18.74,20.37,1.35,19.64,0.79,19.88
85410,Tauramena,CASANARE,63.52,62.55,63.04,51.77,63.47,2.41,21.1
85430,Trinidad,CASANARE,55.21,53.18,52.9,24.83,55.35,2.03,15.96
85440,Villanueva,CASANARE,79.37,78.02,78.99,62.67,79.35,3.03,20.25
86001,Mocoa,PUTUMAYO,67.13,62.17,69.91,0.24,66.18,7.74,18.75
86219,COLON,PUTUMAYO,65.69,64.26,65.54,0.15,38.22,2.93,19.87
86320,El Orito,PUTUMAYO,38.94,41.35,47.94,0.08,48.25,3.5,20.57
86568,PUERTO ASIS,PUTUMAYO,15.51,54.6,60.24,0.19,59.1,3.19,20.45
86569,Puerto Caicedo,PUTUMAYO,28.19,30.87,31.82,0.06,31.88,0.96,18.68
86571,PUERTO GUZMAN,PUTUMAYO,22.14,13.24,19.81,0.02,20.46,0.08,21.88
86573,PUERTO LEGUIZAMON,PUTUMAYO,40.96,37.51,46.2,0.23,40.47,1.86,23.78
86749,Sibundoy,PUTUMAYO,79.45,78.42,79.04,0.24,73.83,5.56,17.54
86755,San Francisco,PUTUMAYO,64.98,62.95,64.16,0.08,52.03,2.18,18.01
86757,San Miguel,PUTUMAYO,0.2,25.71,27.83,0.1,28.67,5.3,20.93
86760,Santiago,PUTUMAYO,64.85,64.19,64.74,0.22,57.42,4.69,18.97
86865,Valle del Gamuez,PUTUMAYO,15.23,38.18,42.37,0.19,40.93,0.89,18.49
86885,VILLA GARZON,PUTUMAYO,61.25,53.56,61.52,0.09,59.39,1.94,20.04
88001,San Andres,SAN ANDRES,0.44,0.77,52.96,0.05,52.93,12.07,17.86
88564,Providencia,SAN ANDRES,0,0,0,0,0,0,15.29
91001,Leticia,AMAZONAS,58.27,51.51,85.94,0.3,85.1,18.84,20.73
94001,Puerto Inírida,GUAINIA,62.99,42.73,94.91,0.22,93.28,6.53,22.42
95001,San Jose del Guaviare,GUAVIARE,15.87,34.46,58.3,7.49,58.29,2.96,20.44
95015,Calamar,GUAVIARE,27.96,15.15,48.93,0.19,50.39,1.07,17.87
95025,El Retorno,GUAVIARE,18.94,17.18,22.03,0.11,22.11,0.11,18.45
95200,Miraflores,GUAVIARE,7,0.08,13.33,0.04,12.09,0.17,14.89
97001,Mitú,VAUPES,96.67,88.48,98.79,0.61,91.31,2.83,24.48
97161,Caruru,VAUPES,85.71,82.86,85.71,0,85.71,8.57,29.2
97666,Taraira,VAUPES,84.04,84.04,94.68,0,88.3,3.19,23.16
99001,Puerto Carreño,VICHADA,75.24,1.25,80.54,0.25,73.4,4.52,19.56
99524,La Primavera,VICHADA,52.39,0,54.37,0,45.41,0.09,18.67
99624,Santa Rosalía,VICHADA,63.27,0.13,68.88,0,55.36,0.13,19.89
99773,Cumaribo,VICHADA,29.09,12.08,29.21,0.06,29.44,0.18,21.44
